Marine Megafauna Group,Marine Megafauna Common Name,Marine Megafauna Species,Consumer Class,Consumer Group,Consumer Common Name,Consumer Species,Scavenging,Predation,Consuming Placenta,Consuming Excreta,Consuming Eggs,Interaction Type Unknown,Notes,Source 1 Type,Source 1 Interaction Type,Source 1 Title,Source 1 Authors,Source 1 Link,Source 2 Type,Source 2 Interaction Type,Source 2 Title,Source 2 Authors,Source 2 Link,Source 3 Type,Source 3 Interaction Type,Source 3 Title,Source 3 Authors,Source 3 Link,Source 4 Link,Source 5 Link
Sea Turtles,"""sea turtle""",,Bird,Bird,Mangrove Black-Hawk,Buteogallus subtilis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Reptile,Reptile,Spiny-tailed Iguana,Ctenosaura similis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Carnivore,Procyonidae,Northern Raccoon,Procyon lotor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,Peer-reviewed article,Consuming eggs,Sea Turtle Nesting as a Process Influencing a Sandy Beach Ecosystem,"Madden, D; Ballestero, J; Calvo, C; Carlson, R; Christians, E; Madden, E",http://dx.doi.org/10.1111/j.1744-7429.2008.00435.x,,,,,,,
Sea Turtles,"""sea turtle""",,Carnivore,Canid,Dog,Canis familiaris,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Sea Turtle Nesting as a Process Influencing a Sandy Beach Ecosystem,"Madden, D; Ballestero, J; Calvo, C; Carlson, R; Christians, E; Madden, E",http://doi.org/10.1111/j.1744-7429.2008.00435.x,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Reptile,Reptile,American Crocodile,Crocodylus acutus,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Carnivore,Felid,Cougar,Puma concolor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Carnivore,Canid,Coyote,Canis latrans,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Carnivore,Mephitidae,Eastern spotted skunk,Spilogale putorius,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Do wire cages protect sea turtles from foot traffic and mammalian predators?,"Mroziak M.L., Salmon M. & Rusenko K. (2000) Do wire cages protect sea turtles from foot traffic and mammalian predators? Chelonian Conservation and Biology, 3, 693-698.",https://chelonian.org/wp-content/uploads/file/CCB_Vol_3_Nos_1-4(1998-2000)/Mroziak_etal_2000.pdf,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Marsupial,Didelphid,Common opossum,Didelphis marsupialis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,Peer-reviewed article,Consuming eggs,Sea Turtle Nesting as a Process Influencing a Sandy Beach Ecosystem,"Madden, D; Ballestero, J; Calvo, C; Carlson, R; Christians, E; Madden, E",http://dx.doi.org/10.1111/j.1744-7429.2008.00435.x,,,,,,,
Sea Turtles,"""sea turtle""",,Bird,Bird,Turkey vulture,Cathartes aura,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,INTER-TROPHIC FOOD PROVISIONING BETWEEN SEA AND LAND: THE JAGUAR (Panthera onca) AS PROVIDER OF SEA TURTLE CARCASSES TO TERRESTRIAL SCAVENGERS,"Escobar-Lasso, S; Gil-Fernandez, M; Sáenz, J; Carrillo-Jiménez, E; Wong, G; Fonseca, LG",,,,,,,,,,,,,
Sea Turtles,"""sea turtle""",,Reptile,Reptile,Loo-choo big-tooth snake,Lycodon semicarinatus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Preserved eggs,Peer-reviewed article,Consuming eggs,Preserved food for snakes: predation on naturally made pidan eggs in sea turtle nests on the insular beach,"Matsumoto, K; Kayo, M; Mori, A",http://doi.org/10.1002/ecy.3477,,,,,,,,,,,,
Sea Turtles,Flatback sea turtle,Natator depressus,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Marine turtle nest depredation by feral pigs (Sus scrofa) on the Western Cape York Peninsula, Australia: implications for management","Whytlaw, PA; Edwards, W; Congdon, BC",http://doi.org/10.1071/WR12198,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",http://dx.doi.org/10.1016/j.biocon.2019.108201,,,,,,,
Sea Turtles,Flatback sea turtle,Natator depressus,Carnivore,Canid,Dingo,Canis lupus dingo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",http://doi.org/10.1016/j.biocon.2019.108201,,,,,,,,,,,,
Sea Turtles,Flatback sea turtle,Natator depressus,Reptile,Reptile,Yellow-spotted monitor,Varanus panoptes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"An evaluation of nest predator impacts and the efficacy of plastic meshing on marine turtle nests on the western Cape York Peninsula, Australia","Nordberg, EJ; Macdonald, S; Zimny, G; Hoskins, A; Zimny, A; Somaweera, R; Ferguson, J; Perry, J",http://doi.org/10.1016/j.biocon.2019.108201,Peer-reviewed article,Consuming eggs,"Habitat Preferences of Coastal Goannas (Varanus panoptes): Are They Exploiters of Sea Turtle Nests at Fog Bay, Australia?",Blamires,10.1643/CH-03-016R1,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Felid,Jaguar,Panthera onca,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Impact of jaguar Panthera onca (Carnivora: Felidae) predation on marine turtle populations in Tortuguero, Caribbean coast of Costa Rica","Arroyo-Arce, S; Salom-Pérez, R",http://doi.org/10.15517/rbt.v63i3.16537,Peer-reviewed article,Predation,"CHARACTERIZATION OF ATTACK EVENTS ON SEA TURTLES (CHELONIA MYDAS AND LEPIDOCHELYS OLIVACEA) BY JAGUAR (PANTHERA ONCA) IN NARANJO SECTOR, SANTA ROSA NATIONAL PARK, COSTA RICA","Alfaro, LD; Montalvo, V; Guimaraes, F; Saenz, C; Cruz, J; Morazan, F; Carrillo, E",,Peer-reviewed article,Predation,"Jaguar Panthera onca predation of marine turtles: conflict between flagship species in Tortuguero, Costa Rica","Veríssimo, D; Jones, DA; Chaverri, R; Meyer, SR",http://dx.doi.org/10.1017/S0030605311001487,https://conserveturtles.org/rvalverde/Fonseca_etal_2020_Impact_jaguar_predation_Nancite_Lo.pdf,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Canid,Dog,Canis familiaris,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Hatching Success and Nest Predation in the Green Sea Turtle, Chelonia Mydas, at Tortuguero, Costa Rica",Fowler,https://doi.org/10.2307/1936863,Peer-reviewed article,Consuming eggs,Roaming characteristics and feeding practices of village dogs scavenging sea-turtle nests,"Ruiz-Izaguirre, E; van Woersem, A; Eilers, KHAM; van Wieren, SE; Bosch, G; van der Zijpp, AJ; de Boer, IJM",http://dx.doi.org/10.1111/acv.12143,Peer-reviewed article,Consuming eggs,"HATCHING SUCCESS AND NEST PREDATION IN THE GREEN SEA TURTLE, CHELONIA-MYDAS, AT TORTUGUERO, COSTA-RICA","FOWLER, LE",http://dx.doi.org/10.2307/1936863,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Canid,Coyote,Canis latrans,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Green Turtle (Chelonia mydas) Nesting Underscores the Importance of Protected Areas in the Northwestern Gulf of Mexico,"Shaver, DJ; Frandsen, HR; George, JA; Gredzens, C",http://doi.org/10.3389/fmars.2020.00673,,,,,,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Bird,Bird,Turkey vulture,Cathartes aura,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Hatching Success and Nest Predation in the Green Sea Turtle, Chelonia Mydas, at Tortuguero, Costa Rica",Fowler,https://doi.org/10.2307/1936863,Peer-reviewed article,Consuming eggs,"HATCHING SUCCESS AND NEST PREDATION IN THE GREEN SEA TURTLE, CHELONIA-MYDAS, AT TORTUGUERO, COSTA-RICA","FOWLER, LE",http://dx.doi.org/10.2307/1936863,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Bird,Bird,Black vulture,Coragyps atratus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Hatching Success and Nest Predation in the Green Sea Turtle, Chelonia Mydas, at Tortuguero, Costa Rica",Fowler,https://doi.org/10.2307/1936863,Peer-reviewed article,Consuming eggs,"HATCHING SUCCESS AND NEST PREDATION IN THE GREEN SEA TURTLE, CHELONIA-MYDAS, AT TORTUGUERO, COSTA-RICA","FOWLER, LE",http://dx.doi.org/10.2307/1936863,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Mustelid,White-nosed coati,Nasua narica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Hatching Success and Nest Predation in the Green Sea Turtle, Chelonia Mydas, at Tortuguero, Costa Rica",Fowler,https://doi.org/10.2307/1936863,Peer-reviewed article,Consuming eggs,"Evaluation of density-dependent processes and green turtle Chelonia mydas hatchling production at Tortuguero, Costa Rica","Tiwari, M; Bjorndal, KA; Bolten, AB; Bolker, BM",http://dx.doi.org/10.3354/meps326283,Peer-reviewed article,Consuming eggs,"HATCHING SUCCESS AND NEST PREDATION IN THE GREEN SEA TURTLE, CHELONIA-MYDAS, AT TORTUGUERO, COSTA-RICA","FOWLER, LE",http://dx.doi.org/10.2307/1936863,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Mustelid,European badger,Meles meles,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,Green Turtle (Chelonia mydas) Nesting Underscores the Importance of Protected Areas in the Northwestern Gulf of Mexico,"Shaver, DJ; Frandsen, HR; George, JA; Gredzens, C",http://dx.doi.org/10.3389/fmars.2020.00673,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Canid,Golden jackal,Canis aureus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs",Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,"PREDATION ON GREEN TURTLE CHELONIA-MYDAS NESTS BY WILD CANIDS AT AKYATAN-BEACH, TURKEY","BROWN, L; MACDONALD, DW",http://dx.doi.org/10.1016/0006-3207(94)00020-Q,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,Hatching and emergence success in green turtle Chelonia mydas nests in the Galapagos Islands,"Zárate, P; Bjorndal, KA; Parra, M; Dutton, PH; Seminoff, JA; Bolten, AB",http://dx.doi.org/10.3354/ab00534,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Canid,Red fox,Vulpes vulpes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Marine turtles (Chelonia mydas and Caretta caretta) nesting along the eastern Mediterranean coast of Turkey: Results from six years of surveying,"Yilmaz, C; Oruç, A; Türkozan, O",https://www.researchgate.net/publication/281769314_Marine_turtles_Chelonia_mydas_and_Caretta_caretta_nesting_along_the_eastern_Mediterranean_coast_of_Turkey_Results_from_six_years_of_surveying,Peer-reviewed article,Consuming eggs,"Distribution Pattern of Red Fox (Vulpes vulpes) Dens and Spatial Relationships with Sea Turtle Nests, Recreation, and Environmental Characteristics","Halls, JN; Hill, JM; Urbanek, RE; Sutton, H",http://dx.doi.org/10.3390/ijgi7070247,Peer-reviewed article,Consuming eggs,Anti-predator meshing may provide greater protection for sea turtle nests than predator removal,"O'Connor, JM; Limpus, CJ; Hofmeister, KM; Allen, BL; Burnett, SE",http://dx.doi.org/10.1371/journal.pone.0171831,,
Sea Turtles,Green sea turtle,Chelonia mydas,Carnivore,Procyonidae,Northern Raccoon,Procyon lotor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dramatic reduction in predation on marine turtle nests through improved predator monitoring and management,"Engeman, RM; Martin, RE; Smith, HT; Woolard, J; Crady, CK; Shwiff, SA; Constantin, B; Stahl, M; Griner, J",https://doi.org/10.1017/S0030605305000876,Peer-reviewed article,Consuming eggs,"An ideal combination for marine turtle conservation: exceptional nesting season, with low nest predation resulting from effective low-cost predator management","Engeman, R; Martin, RE; Woolard, J; Stahl, M; Pelizza, C; Duffiney, A; Constantin, B",http://dx.doi.org/10.1017/S0030605311000020,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Armadillo,Dasypodidae,Nine-banded armadillo,Dasypus novemcinctus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dramatic reduction in predation on marine turtle nests through improved predator monitoring and management,"Engeman, RM; Martin, RE; Smith, HT; Woolard, J; Crady, CK; Shwiff, SA; Constantin, B; Stahl, M; Griner, J",https://doi.org/10.1017/S0030605305000876,Peer-reviewed article,Consuming eggs,"An ideal combination for marine turtle conservation: exceptional nesting season, with low nest predation resulting from effective low-cost predator management","Engeman, R; Martin, RE; Woolard, J; Stahl, M; Pelizza, C; Duffiney, A; Constantin, B",http://dx.doi.org/10.1017/S0030605311000020,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Rodent,Murid,Black rats,Rattus rattus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,"Predation, Consuming eggs","Dietary shift of an invasive predator: rats, seabirds and sea turtles","Caut, S; Angulo, E; Courchamp, F",https://doi.org/10.1111/j.1365-2664.2007.01438.x,Peer-reviewed article,Consuming eggs,Predation of sea turtle eggs by rats and crabs,"Stokes, HJ; Esteban, N; Hays, GC",http://dx.doi.org/10.1007/s00227-023-04327-9,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Reptile,Reptile,Nile monitor,Varanus niloticus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,How to Reduce the Risk of Predation of Green Turtle Nests by Nile Monitors,Sampaio et al. 2022,https://doi.org/10.2744/CCB-1553.1,,,,,,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Reptile,Reptile,Kukri snake,Oligodon formosanus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Loss of sea turtle eggs drives the collapse of an insular reptile community,"Lin, JW; Liao, CP; Chou, CC; Clark, RW; Tseng, HY; Hsu, JY; Huang, WS",https://doi.org/10.1126/sciadv.adj7052,Peer-reviewed article,Consuming eggs,Surf and turf: predation by egg-eating snakes has led to the evolution of parental care in a terrestrial lizard,"Pike, DA; Clark, RW; Manica, A; Tseng, HY; Hsu, JY; Huang, WS",http://dx.doi.org/10.1038/srep22207,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Reptile,Reptile,Stink ratsnake,Elaphe carinata,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Loss of sea turtle eggs drives the collapse of an insular reptile community,"Lin, JW; Liao, CP; Chou, CC; Clark, RW; Tseng, HY; Hsu, JY; Huang, WS",https://doi.org/10.1126/sciadv.adj7052,,,,,,,,,,,,
Sea Turtles,Green sea turtle,Chelonia mydas,Ungulate,Ungulate,White-tailed deer,Odocoileus virginianus,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Scavenging,"Osteophagia of sea turtle bones by white-tailed deer (Odocoileus virginianus) in Santa Rosa National Park, northwestern Costa Rica","Morera, B; Montalvo, V; Saenz-Bolanos, C; Cruz-Diaz, JC; Fuller, TK; Carrillo, E",https://doi.org/10.3897/neotropical.17.e87274,,,,,,,,,,,,
Sea Turtles,Hawksbill sea turtle,Eretmochelys imbricata,Carnivore,Felid,Jaguar,Panthera onca,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Impact of jaguar Panthera onca (Carnivora: Felidae) predation on marine turtle populations in Tortuguero, Caribbean coast of Costa Rica","Arroyo-Arce, S; Salom-Pérez, R",https://doi.org/10.15517/rbt.v63i3.16537,Peer-reviewed article,Predation,"Jaguar Panthera onca predation of marine turtles: conflict between flagship species in Tortuguero, Costa Rica","Veríssimo, D; Jones, DA; Chaverri, R; Meyer, SR",http://dx.doi.org/10.1017/S0030605311001487,,,,,,,
Sea Turtles,Hawksbill sea turtle,Eretemochelys imbricata,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Marine turtle nest depredation by feral pigs (Sus scrofa) on the Western Cape York Peninsula, Australia: implications for management","Whytlaw, PA; Edwards, W; Congdon, BC",https://doi.org/10.1071/WR12198,,,,,,,,,,,,
Sea Turtles,Hawksbill sea turtle,Eretemochelys imbricata,Carnivore,Herpestidae,Mongoose,Herpestes javanicus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Conservation and the scarecrow effect: Can human activity benefit threatened species by displacing predators?,"Leighton, PA; Horrocks, JA; Kramer, DL",https://doi.org/10.1016/j.biocon.2010.05.028,Peer-reviewed article,Consuming eggs,Predicting nest survival in sea turtles: when and where are eggs most vulnerable to predation?,"Leighton, PA; Horrocks, JA; Kramer, DL",http://dx.doi.org/10.1111/j.1469-1795.2010.00422.x,Peer-reviewed article,Consuming eggs,Predicting species interactions from edge responses: mongoose predation on hawksbill sea turtle nests in fragmented beach habitat,"Leighton, PA; Horrocks, JA; Krueger, BH; Beggs, JA; Kramer, DL",http://dx.doi.org/10.1098/rspb.2008.0667,,
Sea Turtles,Kemp's ridley sea turtle,Lepidochelys kempii,Carnivore,Canid,Coyote,Canis latrans,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast","Shaver DJ (2020) Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast. Herpetol Notes 13:907–923",https://www.researchgate.net/publication/346428950_Threats_to_Kemp's_ridley_sea_turtle_Lepidochelys_kempii_Garman_1880_nests_incubating_in_situ_on_the_Texas_coast/citations,,,,,,,,,,,,
Sea Turtles,Kemp's ridley sea turtle,Lepidochelys kempii,Carnivore,Mustelid,American Badger,Taxidea taxus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast","Shaver DJ (2020) Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast. Herpetol Notes 13:907–923",https://www.researchgate.net/publication/346428950_Threats_to_Kemp's_ridley_sea_turtle_Lepidochelys_kempii_Garman_1880_nests_incubating_in_situ_on_the_Texas_coast/citations,,,,,,,,,,,,
Sea Turtles,Kemp's ridley sea turtle,Lepidochelys kempii,Carnivore,Procyonidae,Northern Raccoon,Procyon lotor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast","Shaver DJ (2020) Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast. Herpetol Notes 13:907–923",https://www.researchgate.net/publication/346428950_Threats_to_Kemp's_ridley_sea_turtle_Lepidochelys_kempii_Garman_1880_nests_incubating_in_situ_on_the_Texas_coast/citations,,,,,,,,,,,,
Sea Turtles,Kemp's ridley sea turtle,Lepidochelys kempii,Ungulate,Suidae,Wild boar,Sus scrofa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast","Shaver DJ (2020) Threats to Kemp’s ridley sea turtle (Lepidochelys kempii Garman, 1880) nests incubating in situ on the Texas coast. Herpetol Notes 13:907–923",https://www.researchgate.net/publication/346428950_Threats_to_Kemp's_ridley_sea_turtle_Lepidochelys_kempii_Garman_1880_nests_incubating_in_situ_on_the_Texas_coast/citations,,,,,,,,,,,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Felid,Jaguar,Panthera onca,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Peer-reviewed article,Predation,"Impact of jaguar Panthera onca (Carnivora: Felidae) predation on marine turtle populations in Tortuguero, Caribbean coast of Costa Rica","Arroyo-Arce, S; Salom-Pérez, R",https://doi.org/10.15517/rbt.v63i3.16537,Peer-reviewed article,Predation,"Jaguar Panthera onca predation of marine turtles: conflict between flagship species in Tortuguero, Costa Rica","Veríssimo, D; Jones, DA; Chaverri, R; Meyer, SR",http://dx.doi.org/10.1017/S0030605311001487,Peer-reviewed article,Predation,"Historical Records of Loggerhead Sea Turtle (Caretta caretta) Nesting at Tortuguero, Costa Rica","Restrepo, J; Rojas-Cañizales, D; Valverde, RA",http://dx.doi.org/10.1670/21-071,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Armadillo,Dasypodidae,Nine-banded armadillo,Dasypus novemcinctus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,Dramatic reduction in predation on marine turtle nests through improved predator monitoring and management,"Engeman, RM; Martin, RE; Smith, HT; Woolard, J; Crady, CK; Shwiff, SA; Constantin, B; Stahl, M; Griner, J",https://doi.org/10.1017/S0030605305000876,Peer-reviewed article,Consuming eggs,"An ideal combination for marine turtle conservation: exceptional nesting season, with low nest predation resulting from effective low-cost predator management","Engeman, R; Martin, RE; Woolard, J; Stahl, M; Pelizza, C; Duffiney, A; Constantin, B",http://dx.doi.org/10.1017/S0030605311000020,Peer-reviewed article,Consuming eggs,Forty years of monitoring increasing sea turtle relative abundance in the Gulf of Mexico,"Lasala, JA; Macksey, MC; Mazzarella, KT; Main, KL; Foote, JJ; Tucker, AD",http://dx.doi.org/10.1038/s41598-023-43651-4,,
Sea Turtles,Leatherback sea turtle,Dermochelys coriacea,Carnivore,Procyonidae,Northern Raccoon,Procyon lotor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Peer-reviewed article,Consuming eggs,"An ideal combination for marine turtle conservation: exceptional nesting season, with low nest predation resulting from effective low-cost predator management","Engeman, R; Martin, RE; Woolard, J; Stahl, M; Pelizza, C; Duffiney, A; Constantin, B",https://doi.org/10.1017/S0030605311000020,Peer-reviewed article,Consuming eggs,Forty years of monitoring increasing sea turtle relative abundance in the Gulf of Mexico,"Lasala, JA; Macksey, MC; Mazzarella, KT; Main, KL; Foote, JJ; Tucker, AD",http://dx.doi.org/10.1038/s41598-023-43651-4,,,,,,,
